object_id,treatment,url
obj-026,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-026.bin
obj-027,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-027.bin
obj-028,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-028.bin
obj-029,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-029.bin
obj-030,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-030.bin
obj-031,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-031.bin
obj-032,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-032.bin
obj-033,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-033.bin
obj-034,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-034.bin
obj-035,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-035.bin
obj-036,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-036.bin
obj-037,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-037.bin
obj-038,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-038.bin
obj-039,hot,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-039.bin
obj-040,cold,https://cf-cache-neutral-origin-probe.jumpserve-cache-study-20260826.workers.dev/objects/trials/neutral-vpn-20260827t184224z/trial-02/us-los-angeles/obj-040.bin
